"Mês","Ano","Ilha","Habitantes","Consumidores","Fuelóleo","Gasóleo","Hídrica","Geotérmica","Eólica","Fotovoltaica","Resíduos","Outras Renováveis","Total"
"3","2021","Santa Maria","5616","3932","0","1481690","0","0","161423","921","0","0","1644034"
"3","2021","São Miguel","137307","65384","17616182","7897","2158804","14849199","1568921","34164","0","62143","36297310"
"3","2021","Terceira","55124","28066","9753109","34661","171063","2397734","2241054","5835","1275423","0","15878879"
"3","2021","Graciosa","4208","3306","0","373411","0","0","691163","92366","0","0","1156940"
"3","2021","São Jorge","8277","6006","0","2067060","0","0","307825","4352","0","0","2379237"
"3","2021","Pico","13651","10029","3342167","428","0","0","551132","415","0","0","3894142"
"3","2021","Faial","14521","8319","3270433","4311","20856","0","544700","0","0","0","3840300"
"3","2021","Flores","3628","2508","0","283518","649308","0","43032","242","0","0","976100"
"3","2021","Corvo","464","283","0","144722","0","0","0","0","0","0","144722"
"2","2021","Santa Maria","5616","3931","0","1169418","0","0","402769","770","0","0","1572957"
"2","2021","São Miguel","137307","65277","15697256","3767","1983067","13315334","2215858","18656","0","54460","33288398"
"2","2021","Terceira","55124","28017","7954581","21040","399771","2252822","3499334","3212","1009219","0","15139979"
"2","2021","Graciosa","4208","3304","0","139435","0","0","900900","45102","0","0","1085437"
"2","2021","São Jorge","8277","5997","0","1824496","0","0","411718","2034","0","0","2238248"
"2","2021","Pico","13651","10020","2991787","0","0","0","704599","301","0","0","3696687"
"2","2021","Faial","14521","8312","3006278","1225","0","0","707152","0","0","0","3714655"
"2","2021","Flores","3628","2507","0","192416","651568","0","56294","8","0","0","900286"
"2","2021","Corvo","464","283","0","137516","0","0","0","0","0","0","137516"
"1","2021","Santa Maria","5616","3931","0","1358044","0","0","450144","644","0","0","1808832"
"1","2021","São Miguel","137307","65200","17967695","6457","2189329","14518783","2328651","10841","0","52987","37074743"
"1","2021","Terceira","55124","27999","8393710","15070","519178","1968675","4602051","2033","1365100","0","16865817"
"1","2021","Graciosa","4208","3300","0","234350","0","0","938854","39965","0","0","1213169"
"1","2021","São Jorge","8277","5990","0","2031792","0","0","477661","1397","0","0","2510850"
"1","2021","Pico","13651","10004","3185765","332","0","0","937098","207","0","0","4123402"
"1","2021","Faial","14521","8301","3268714","1433","0","0","869726","0","0","0","4139873"
"1","2021","Flores","3628","2504","0","181516","725949","0","80021","337","0","0","987823"
"1","2021","Corvo","464","283","0","147995","0","0","0","0","0","0","147995"
"12","2020","Santa Maria","5616","3932","0","1449267","0","0","306481","438","0","0","1756186"
"12","2020","São Miguel","137307","65209","17458826","2026","2160802","15817693","1721591","12486","0","56590","37230014"
"12","2020","Terceira","55124","27976","8265628","36326","18888","2381556","4262575","2266","1462908","0","16430147"
"12","2020","Graciosa","4208","3300","0","184824","0","0","954154","36866","0","0","1175844"
"12","2020","São Jorge","8277","5984","0","2018729","0","0","420286","1359","0","0","2440374"
"12","2020","Pico","13651","10002","3152930","144","0","0","863545","267","0","0","4016886"
"12","2020","Faial","14521","8306","3239530","2200","0","0","789980","0","0","0","4031710"
"12","2020","Flores","3628","2508","0","395417","438649","0","131094","144","0","0","965304"
"12","2020","Corvo","464","283","0","145474","0","0","0","0","0","0","145474"
"11","2020","Santa Maria","5616","3912","0","1364596","0","0","287566","674","0","0","1652836"
"11","2020","São Miguel","137307","65044","16719811","11442","1754845","14375572","2062891","19275","0","59988","35003824"
"11","2020","Terceira","55124","27931","8420397","12718","66134","2436524","3092824","3265","1399392","0","15431254"
"11","2020","Graciosa","4208","3281","0","370885","0","0","667432","50468","0","0","1088785"
"11","2020","São Jorge","8277","5955","0","1980260","0","0","283775","1809","0","0","2265844"
"11","2020","Pico","13651","9977","3213731","380","0","0","579081","348","0","0","3793540"
"11","2020","Faial","14521","8289","3030923","2625","0","0","677385","0","0","0","3710933"
"11","2020","Flores","3628","2491","0","532541","324084","0","60053","234","0","0","916912"
"11","2020","Corvo","464","283","0","138936","0","0","0","0","0","0","138936"
"10","2020","Santa Maria","5616","3878","0","1543923","0","0","192610","798","0","0","1737331"
"10","2020","São Miguel","137307","64947","17869567","7591","1913507","15283292","1561723","21207","0","50376","36707263"
"10","2020","Terceira","55124","27904","10412404","23285","0","2502755","2619482","5351","475727","0","16039004"
"10","2020","Graciosa","4208","3278","0","449284","0","0","617371","70891","0","0","1137546"
"10","2020","São Jorge","8277","5917","0","2106496","0","0","282974","2639","0","0","2392109"
"10","2020","Pico","13651","9967","3469746","20","0","0","494266","412","0","0","3964444"
"10","2020","Faial","14521","8274","3166781","750","0","0","657377","0","0","0","3824908"
"10","2020","Flores","3628","2488","0","527549","366671","0","60779","446","0","0","955445"
"10","2020","Corvo","464","283","0","142074","0","0","0","0","0","0","142074"
"9","2020","Santa Maria","5652","3908","0","1569090","0","0","180346","880","0","0","1750316"
"9","2020","São Miguel","138213","64862","21413835","5512","1802233","11352159","1524391","27258","0","52472","36177860"
"9","2020","Terceira","56141","27856","10025828","91761","0","1742456","2173056","7144","1344502","0","15384747"
"9","2020","Graciosa","4339","3276","0","454420","0","0","563898","90048","0","0","1108366"
"9","2020","São Jorge","8556","5915","0","2156539","0","0","222497","4154","0","0","2383190"
"9","2020","Pico","13883","9955","3425759","0","0","0","389765","503","0","0","3816027"
"9","2020","Faial","14824","8260","3231299","0","0","0","568091","0","0","0","3799390"
"9","2020","Flores","3699","2485","0","504613","355006","0","65269","406","0","0","925294"
"9","2020","Corvo","459","284","0","139949","0","0","0","0","0","0","139949"
"8","2020","Santa Maria","5652","3901","0","1792970","0","0","104760","720","0","0","1898450"
"8","2020","São Miguel","138213","64816","20787472","11821","1901865","14684575","622291","32771","0","51191","38091986"
"8","2020","Terceira","56141","27843","11578396","7126","0","1813144","1772892","7633","1298592","0","16477783"
"8","2020","Graciosa","4339","3277","0","659443","0","0","413421","117150","0","0","1190014"
"8","2020","São Jorge","8556","5911","0","2360450","0","0","180909","5463","0","0","2546822"
"8","2020","Pico","13883","9952","3709715","0","0","0","350788","530","0","0","4061033"
"8","2020","Faial","14824","8254","3745181","7650","0","0","376476","0","0","0","4129307"
"8","2020","Flores","3699","2483","0","636426","303561","0","47929","198","0","0","988114"
"8","2020","Corvo","459","283","0","144241","0","0","0","0","0","0","144241"
"7","2020","Santa Maria","5652","3893","0","1684828","0","0","68513","1533","0","0","1754874"
"7","2020","São Miguel","138213","64769","18778859","12279","1937360","15160927","193101","32879","0","76629","36192034"
"7","2020","Terceira","56141","27829","11834376","30338","0","1720343","1155702","7315","1190575","0","15938649"
"7","2020","Graciosa","4339","3277","0","834293","0","0","209969","114207","0","0","1158469"
"7","2020","São Jorge","8556","5907","0","2327864","0","0","105033","7537","0","0","2440434"
"7","2020","Pico","13883","9948","3616225","336","0","0","155856","529","0","0","3772946"
"7","2020","Faial","14824","8247","3684672","575","0","0","214051","0","0","0","3899298"
"7","2020","Flores","3699","2480","0","711281","192296","0","48773","896","0","0","953246"
"7","2020","Corvo","459","282","0","137441","0","0","0","0","0","0","137441"
"6","2020","Santa Maria","5652","3887","0","1375480","0","0","189938","1582","0","0","1567000"
"6","2020","São Miguel","138213","64637","20984236","11362","1832310","8620131","1203409","32829","0","56255","32740532"
"6","2020","Terceira","56141","27788","9411164","19327","5934","1742184","2159459","8310","993056","0","14339434"
"6","2020","Graciosa","4339","3276","0","392298","0","0","582890","100531","0","0","1075719"
"6","2020","São Jorge","8556","5899","0","1936306","0","0","208261","6728","0","0","2151295"
"6","2020","Pico","13883","9929","2972413","272","0","0","384982","528","0","0","3358195"
"6","2020","Faial","14824","8234","2961721","0","0","0","437050","0","0","0","3398771"
"6","2020","Flores","3699","2470","0","459104","318153","0","58951","827","0","0","837035"
"6","2020","Corvo","459","282","0","131614","0","0","0","0","0","0","131614"
"5","2020","Santa Maria","5652","3890","0","1315651","0","0","312387","1736","0","0","1629774"
"5","2020","São Miguel","138213","64581","16332793","3524","1812093","12825985","1318398","39008","0","55528","32387329"
"5","2020","Terceira","56141","27779","9426417","16820","130356","1849060","2661749","9253","515741","0","14609396"
"5","2020","Graciosa","4339","3277","0","317304","0","0","633320","95639","0","0","1046263"
"5","2020","São Jorge","8556","5896","0","1969702","0","0","215226","7400","0","0","2192328"
"5","2020","Pico","13883","9904","2834480","912","0","0","499798","551","0","0","3335741"
"5","2020","Faial","14824","8221","2962914","3500","0","0","457291","0","0","0","3423705"
"5","2020","Flores","3699","2468","0","399841","427241","0","22910","728","0","0","850720"
"5","2020","Corvo","459","282","0","136058","0","0","0","0","0","0","136058"
"4","2020","Santa Maria","5652","3887","0","1316485","0","0","206109","1416","0","0","1524010"
"4","2020","São Miguel","138213","64542","12762266","1726","2003836","15208848","1160103","37497","0","58832","31233108"
"4","2020","Terceira","56141","27756","7671010","23961","327301","1799980","2654708","8124","1334316","0","13819400"
"4","2020","Graciosa","4339","3277","0","337369","0","0","599430","90919","0","0","1027718"
"4","2020","São Jorge","8556","5889","0","1816537","0","0","259915","7414","0","0","2083866"
"4","2020","Pico","13883","9902","2655841","24","0","0","529042","493","0","0","3185400"
"4","2020","Faial","14824","8209","2799925","0","0","0","463965","0","0","0","3263890"
"4","2020","Flores","3699","2465","0","286123","505286","0","18374","376","0","0","810159"
"4","2020","Corvo","459","282","0","127349","0","0","0","0","0","0","127349"
"3","2020","Santa Maria","5652","3882","0","1391514","0","0","214835","1563","0","0","1607912"
"3","2020","São Miguel","138213","64534","15609402","2241","1953616","15836614","1237662","30240","0","72086","34741861"
"3","2020","Terceira","56141","27766","8982945","2445","136032","1907017","2677543","5868","1392354","0","15104204"
"3","2020","Graciosa","4339","3277","0","379270","0","0","632506","84133","0","0","1095909"
"3","2020","São Jorge","8556","5891","0","1946376","0","0","304535","6147","0","0","2257058"
"3","2020","Pico","13883","9895","2899507","72","0","0","618634","455","0","0","3518668"
"3","2020","Faial","14824","8214","2976702","1325","0","0","652095","0","0","0","3630122"
"3","2020","Flores","3699","2464","0","411905","422487","0","41166","723","0","0","876281"
"3","2020","Corvo","459","281","0","133010","0","0","0","0","0","0","133010"
"2","2020","Santa Maria","5652","3883","0","1348102","0","0","215937","962","0","0","1565001"
"2","2020","São Miguel","138213","64517","15912847","5494","2447346","14826324","987509","19135","0","53811","34252466"
"2","2020","Terceira","56141","27763","9367484","2862","469421","1860162","1897619","3658","1201373","0","14802579"
"2","2020","Graciosa","4339","3281","0","471092","0","0","524008","68761","0","0","1063861"
"2","2020","São Jorge","8556","5895","0","1951408","0","0","245385","4449","0","0","2201242"
"2","2020","Pico","13883","9903","2968057","544","0","0","478901","368","0","0","3447870"
"2","2020","Faial","14824","8206","3198723","4250","0","0","375337","0","0","0","3578310"
"2","2020","Flores","3699","2466","0","345381","453670","0","44801","361","0","0","844213"
"2","2020","Corvo","459","281","0","131183","0","0","0","0","0","0","131183"
"1","2020","Santa Maria","5652","3881","0","1491218","0","0","240425","449","0","0","1732092"
"1","2020","São Miguel","138213","64467","18083447","9193","2327720","15455567","1436730","11703","0","58709","37383069"
"1","2020","Terceira","56141","27737","9080296","22435","474948","1986554","3620716","2552","1042590","0","16230091"
"1","2020","Graciosa","4339","3275","0","403712","0","0","713019","46562","0","0","1163293"
"1","2020","São Jorge","8556","5889","0","1951342","0","0","421626","3102","0","0","2376070"
"1","2020","Pico","13883","9895","3020048","0","0","0","762497","246","0","0","3782791"
"1","2020","Faial","14824","8215","3312425","1625","0","0","586442","0","0","0","3900492"
"1","2020","Flores","3699","2468","0","345912","604479","0","160","170","0","0","950721"
"1","2020","Corvo","459","282","0","143727","0","0","0","0","0","0","143727"
"12","2019","Santa Maria","5652","3877","0","1356608","0","0","376196","540","0","0","1733344"
"12","2019","São Miguel","138213","64463","18559154","5166","1984729","14308347","2061746","10218","0","58001","36987361"
"12","2019","Terceira","56141","27739","9828497","9206","116183","2113782","3252352","2196","805723","0","16127939"
"12","2019","Graciosa","4339","3275","0","365270","0","0","750757","40013","0","0","1156040"
"12","2019","São Jorge","8556","5893","0","1965317","0","0","397309","1450","0","0","2364076"
"12","2019","Pico","13883","9893","3087014","200","0","0","657339","230","0","0","3744783"
"12","2019","Faial","14824","8219","3110990","0","0","0","736116","0","0","0","3847106"
"12","2019","Flores","3699","2471","0","301280","547958","0","69811","178","0","0","919227"
"12","2019","Corvo","459","283","0","142480","0","0","0","0","0","0","142480"
"11","2019","Santa Maria","5652","3872","0","1503459","0","0","150334","733","0","0","1654526"
"11","2019","São Miguel","138213","64436","21904154","2060","1707920","10091745","1574342","16522","0","60169","35356912"
"11","2019","Terceira","56141","27719","10313935","92044","86179","2426733","2180880","3054","0","0","15102825"
"11","2019","Graciosa","4339","3278","0","509813","0","0","535938","58377","0","0","1104128"
"11","2019","São Jorge","8556","5887","0","2083510","0","0","195589","2256","0","0","2281355"
"11","2019","Pico","13883","9897","3153618","0","0","0","377548","368","0","0","3531534"
"11","2019","Faial","14824","8222","3135912","3725","0","0","508326","0","0","0","3647963"
"11","2019","Flores","3699","2470","0","420456","364065","0","82124","228","0","0","866873"
"11","2019","Corvo","459","282","0","139668","0","0","0","0","0","0","139668"
"10","2019","Santa Maria","5652","3873","0","1518061","0","0","222289","999","0","0","1741349"
"10","2019","São Miguel","138213","64349","24010396","11182","1935906","10499685","1655563","19931","0","60006","38192669"
"10","2019","Terceira","56141","27699","10320106","41008","5010","2121863","3002944","2734","349095","0","15842760"
"10","2019","Graciosa","4339","3278","0","407306","0","0","638856","68995","0","0","1115157"
"10","2019","São Jorge","8556","5889","0","2044714","0","0","396808","2895","0","0","2444417"
"10","2019","Pico","13883","9888","3191188","1928","0","0","570558","349","0","0","3764023"
"10","2019","Faial","14824","8214","3216769","0","0","0","616245","0","0","0","3833014"
"10","2019","Flores","3699","2476","0","335392","498580","0","69583","29","0","0","903584"
"10","2019","Corvo","459","282","0","143481","0","0","0","0","0","0","143481"
"9","2019","Santa Maria","5652","3876","0","1623510","0","0","159496","1239","0","0","1784245"
"9","2019","São Miguel","138213","64311","20560128","5202","1888234","14595056","864711","26172","0","46483","37985986"
"9","2019","Terceira","56141","27676","10367533","21706","10507","1870341","2180547","5917","1229950","0","15686501"
"9","2019","Graciosa","4339","3280","0","595554","0","0","481554","82039","0","0","1159147"
"9","2019","São Jorge","8556","5890","0","2248306","0","0","220530","3749","0","0","2472585"
"9","2019","Pico","13883","9893","3545034","956","0","0","359538","478","0","0","3906006"
"9","2019","Faial","14824","8207","3602643","3575","0","0","340894","0","0","0","3947112"
"9","2019","Flores","3699","2481","0","581897","315795","0","65996","1","0","0","963689"
"9","2019","Corvo","459","283","0","139724","0","0","0","0","0","0","139724"
"8","2019","Santa Maria","5652","3872","0","1779140","0","0","176910","1472","0","0","1957522"
"8","2019","São Miguel","138213","64315","22561977","5487","2068613","15107658","579009","26077","0","50141","40398962"
"8","2019","Terceira","56141","27675","11459713","85725","78277","1909332","1790811","3462","1261032","0","16588352"
"8","2019","Graciosa","4339","3288","0","602730","0","0","535823","97758","0","0","1236311"
"8","2019","São Jorge","8556","5889","0","2481728","0","0","168179","4613","0","0","2654520"
"8","2019","Pico","13883","9888","3954449","0","0","0","317492","447","0","0","4272388"
"8","2019","Faial","14824","8205","3937330","3600","0","0","308251","0","0","0","4249181"
"8","2019","Flores","3699","2482","0","555207","414590","0","34694","343","0","0","1004834"
"8","2019","Corvo","459","283","0","140542","0","0","0","0","0","0","140542"
"7","2019","Santa Maria","5652","3865","0","1690422","0","0","123089","1728","0","0","1815239"
"7","2019","São Miguel","138213","64249","21240875","6848","1976224","15153725","917932","32909","0","105","39328618"
"7","2019","Terceira","56141","27660","11750065","55887","40449","1863887","1665852","4229","1258726","0","16639095"
"7","2019","Graciosa","4339","3279","0","861084","0","0","303743","50554","0","0","1215381"
"7","2019","São Jorge","8556","5882","0","2486803","0","0","151700","5092","0","0","2643595"
"7","2019","Pico","13883","9891","3788145","176","0","0","305537","547","0","0","4094405"
"7","2019","Faial","14824","8206","3687933","2600","0","0","438420","0","0","0","4128953"
"7","2019","Flores","3699","2487","0","750354","190365","0","44479","0","0","0","985198"
"7","2019","Corvo","459","283","0","141994","0","0","0","0","0","0","141994"
"6","2019","Santa Maria","5652","3868","0","1412179","0","0","185992","1522","0","0","1599693"
"6","2019","São Miguel","138213","64226","17077404","7810","2035292","14992750","1321036","28617","0","39","35462948"
"6","2019","Terceira","56141","27660","10227110","46362","14930","1628467","1705835","5039","1294839","0","14922582"
"6","2019","Graciosa","4339","3275","0","1045148","0","0","0","0","0","0","1045148"
"6","2019","São Jorge","8556","5885","0","2122014","0","0","211349","5300","0","0","2338663"
"6","2019","Pico","13883","9870","3228585","1024","0","0","346023","496","0","0","3576128"
"6","2019","Faial","14824","8188","3071337","1850","0","0","529827","0","0","0","3603014"
"6","2019","Flores","3699","2474","0","472835","364668","0","45723","0","0","0","883226"
"6","2019","Corvo","459","282","0","129659","0","0","0","0","0","0","129659"
"5","2019","Santa Maria","5652","3870","0","1407896","0","0","191694","1634","0","0","1601224"
"5","2019","São Miguel","138213","64179","19670246","2370","1627137","14302839","794798","31614","0","21194","36450198"
"5","2019","Terceira","56141","27615","9187213","52675","72151","1986042","2749052","5579","1333776","0","15386488"
"5","2019","Graciosa","4339","3270","0","1098976","0","0","0","0","0","0","1098976"
"5","2019","São Jorge","8556","5884","0","1928806","0","0","390312","5695","0","0","2324813"
"5","2019","Pico","13883","9849","2973064","164","0","0","649485","532","0","0","3623245"
"5","2019","Faial","14824","8175","3084289","5300","0","0","615194","0","0","0","3704783"
"5","2019","Flores","3699","2476","0","320551","518432","0","68731","0","0","0","907714"
"5","2019","Corvo","459","280","0","129840","0","0","0","0","0","0","129840"
"4","2019","Santa Maria","5652","3864","0","1153227","0","0","378358","1358","0","0","1532943"
"4","2019","São Miguel","138213","64083","16419600","11528","2040285","14232150","1856752","25104","0","51075","34636494"
"4","2019","Terceira","56141","27575","8852274","5905","112956","1992525","3299773","4308","569874","0","14837615"
"4","2019","Graciosa","4339","3267","0","1039902","0","0","0","0","0","0","1039902"
"4","2019","São Jorge","8556","5880","0","1815679","0","0","375345","5061","0","0","2196085"
"4","2019","Pico","13883","9827","2852110","168","0","0","635707","491","0","0","3488476"
"4","2019","Faial","14824","8154","2815101","1875","0","0","721610","0","0","0","3538586"
"4","2019","Flores","3699","2472","0","344851","430346","0","94320","153","0","0","869670"
"4","2019","Corvo","459","281","0","122007","0","0","0","0","0","0","122007"
"3","2019","Santa Maria","5652","3858","0","1375593","0","0","238869","1264","0","0","1615726"
"3","2019","São Miguel","138213","64003","16257958","9654","2194604","15990376","969838","22367","0","52687","35497484"
"3","2019","Terceira","56141","27546","9836746","1152","52966","2091399","2251190","3858","1225620","0","15462931"
"3","2019","Graciosa","4339","3268","0","1089231","0","0","0","0","0","0","1089231"
"3","2019","São Jorge","8556","5881","0","2061396","0","0","215658","4612","0","0","2281666"
"3","2019","Pico","13883","9835","3201750","0","0","0","426223","470","0","0","3628443"
"3","2019","Faial","14824","8137","3151234","0","3713","0","537192","0","0","0","3692139"
"3","2019","Flores","3699","2468","0","300807","565455","0","58653","274","0","0","925189"
"3","2019","Corvo","459","284","0","134211","0","0","0","0","0","0","134211"
